name,category,sold,sales_inc_tax,discount,sales_exc_tax,cost_inc_tax,gross_profit,markup,year
47. yaki udon(grilled ribeye steak),noodles 47-48,92,1307.07,2.98,1372.42,0.0,1372.42,0.0,2022
48. soup ramen(vegetable),noodles 47-48,229,2262.69,41.08,2375.82,0.0,2375.82,0.0,2022
48. soup ramen(pork belly),noodles 47-48,333,3207.34,51.99,3367.71,0.0,3367.71,0.0,2022
48. soup ramen(pork cutlet katsu),noodles 47-48,181,1758.5,46.68,1846.42,0.0,1846.42,0.0,2022
48. soup ramen(chicken),noodles 47-48,408,4034.61,38.66,4236.34,0.0,4236.34,0.0,2022
48. soup ramen(king prawns),noodles 47-48,41,473.94,14.86,497.64,0.0,497.64,0.0,2022
48. soup ramen(seafood),noodles 47-48,151,2087.87,44.84,2192.26,0.0,2192.26,0.0,2022
48. soup ramen(grilled ribeye steak),noodles 47-48,92,1302.7,7.57,1367.83,0.0,1367.83,0.0,2022
48.soup udon(vegetable),noodles 47-48,115,1126.06,18.34,1182.36,0.0,1182.36,0.0,2022
48.soup udon(chicken),noodles 47-48,121,1199.69,14.43,1259.67,0.0,1259.67,0.0,2022
48.soup udon(chilli beef),noodles 47-48,130,1284.17,19.62,1348.38,0.0,1348.38,0.0,2022
48.soup udon(pork belly),noodles 47-48,66,619.77,12.64,650.76,0.0,650.76,0.0,2022
48.soup udon(pork katsu),noodles 47-48,62,608.67,5.9,639.1,0.0,639.1,0.0,2022
48.soup udon(king prawns),noodles 47-48,15,178.57,0.0,187.5,0.0,187.5,0.0,2022
48.soup udon(seafood),noodles 47-48,52,730.87,2.99,767.41,0.0,767.41,0.0,2022
48.soup udon(grilled ribeye steak),noodles 47-48,30,423.25,2.99,444.41,0.0,444.41,0.0,2022
27. japanese grill platter(standard),platters 27-28,266,8271.5,101.32,8685.08,0.0,8685.08,0.0,2022
28. seafood platter(standard),platters 27-28,143,5948.13,135.26,6245.54,0.0,6245.54,0.0,2022
14. monte verde merlot(125ml),red wine,27,90.0,0.0,94.5,0.0,94.5,0.0,2022
14. monte verde merlot(175ml),red wine,84,359.14,0.9,377.1,0.0,377.1,0.0,2022
14. monte verde merlot(250ml),red wine,120,625.7,3.02,656.98,0.0,656.98,0.0,2022
14. monte verde merlot(bottle),red wine,63,1043.33,7.0,1095.5,0.0,1095.5,0.0,2022
15. berri estates shiraz(125ml),red wine,11,39.29,0.0,41.25,0.0,41.25,0.0,2022
15. berri estates shiraz(175ml),red wine,35,158.33,0.0,166.25,0.0,166.25,0.0,2022
15. berri estates shiraz(250ml),red wine,68,388.57,0.0,408.0,0.0,408.0,0.0,2022
15. berri estates shiraz(bottle),red wine,45,741.67,8.75,778.75,0.0,778.75,0.0,2022
16. rare vineyards pinot noir(125ml),red wine,9,36.43,0.0,38.25,0.0,38.25,0.0,2022
16. rare vineyards pinot noir(175ml),red wine,32,159.5,0.52,167.48,0.0,167.48,0.0,2022
16. rare vineyards pinot noir(250ml),red wine,36,227.57,4.05,238.95,0.0,238.95,0.0,2022
16. rare vineyards pinot noir(bottle),red wine,31,582.86,8.0,612.0,0.0,612.0,0.0,2022
17 alma mora malbec(125ml),red wine,26,111.43,0.0,117.0,0.0,117.0,0.0,2022
17 alma mora malbec(175ml),red wine,38,199.05,0.0,209.0,0.0,209.0,0.0,2022
17 alma mora malbec(250ml),red wine,57,388.98,4.82,408.43,0.0,408.43,0.0,2022
17 alma mora malbec(bottle),red wine,34,677.01,3.14,710.86,0.0,710.86,0.0,2022
70. dolsot bimbimbap(beef),rice dishes 70-74,838,8434.44,98.04,8856.16,0.0,8856.16,0.0,2022
70. dolsot bimbimbap(chicken),rice dishes 70-74,432,4027.89,47.52,4229.28,0.0,4229.28,0.0,2022
70. dolsot bimbimbap(pork),rice dishes 70-74,305,2849.45,27.58,2991.92,0.0,2991.92,0.0,2022
70. dolsot bimbimbap(vegetable),rice dishes 70-74,157,1473.18,7.46,1546.84,0.0,1546.84,0.0,2022
71. kimchi fried rice(pork),rice dishes 70-74,250,2262.1,32.8,2375.2,0.0,2375.2,0.0,2022
71. kimchi fried rice(chicken),rice dishes 70-74,476,3986.89,50.17,4186.23,0.0,4186.23,0.0,2022
71. kimchi fried rice(vegetable),rice dishes 70-74,152,1283.09,5.56,1347.24,0.0,1347.24,0.0,2022
72. bok gum bap(pork),rice dishes 70-74,103,1079.02,17.73,1132.97,0.0,1132.97,0.0,2022
72. bok gum bap(chicken),rice dishes 70-74,224,1874.52,25.35,1968.25,0.0,1968.25,0.0,2022
72. bok gum bap(vegetable),rice dishes 70-74,48,402.4,4.68,422.52,0.0,422.52,0.0,2022
73. squid thop bap(standard),rice dishes 70-74,425,4815.03,60.52,5055.78,0.0,5055.78,0.0,2022
74. gimbap(beef),rice dishes 70-74,122,1187.25,21.19,1246.61,0.0,1246.61,0.0,2022
74. gimbap(spicy chicken),rice dishes 70-74,170,1407.4,35.23,1477.77,0.0,1477.77,0.0,2022
74. gimbap(pork belly),rice dishes 70-74,85,707.77,13.34,743.16,0.0,743.16,0.0,2022
74. gimbap(vegetable),rice dishes 70-74,80,672.16,6.23,705.77,0.0,705.77,0.0,2022
16. chilli beef(standard),robata grill 16-24,504,4007.11,68.13,4207.47,0.0,4207.47,0.0,2022
17. teriyaki chicken(standard),robata grill 16-24,390,2746.66,17.81,2883.99,0.0,2883.99,0.0,2022
18. pork yakitori(standard),robata grill 16-24,239,1701.59,13.23,1786.67,0.0,1786.67,0.0,2022
19. miso lamb(standard),robata grill 16-24,273,2425.07,11.98,2546.32,0.0,2546.32,0.0,2022
20. teriyaki salmon(standard),robata grill 16-24,373,3082.18,35.21,3236.29,0.0,3236.29,0.0,2022
21. grilled squid(standard),robata grill 16-24,246,1673.89,17.42,1757.58,0.0,1757.58,0.0,2022
22. king prawn(standard),robata grill 16-24,269,2142.73,14.03,2249.87,0.0,2249.87,0.0,2022
15. grill wings(standard),robata grill 15-23,173,1225.68,10.54,1286.96,0.0,1286.96,0.0,2022
24. mixed vegetable(standard),robata grill 16-24,105,660.69,1.98,693.72,0.0,693.72,0.0,2022
12. belvino pinot grigio rosato(125ml),rose wine,43,143.33,0.0,150.5,0.0,150.5,0.0,2022
12. belvino pinot grigio rosato(175ml),rose wine,103,439.08,2.47,461.03,0.0,461.03,0.0,2022
12. belvino pinot grigio rosato(250ml),rose wine,154,805.1,1.65,845.35,0.0,845.35,0.0,2022
12. belvino pinot grigio rosato(bottle),rose wine,73,1350.14,5.85,1417.65,0.0,1417.65,0.0,2022
13. whispering hills(125ml),rose wine,35,133.33,0.0,140.0,0.0,140.0,0.0,2022
13. whispering hills(175ml),rose wine,41,195.24,0.0,205.0,0.0,205.0,0.0,2022
13. whispering hills(250ml),rose wine,78,482.86,0.0,507.0,0.0,507.0,0.0,2022
13. whispering hills(bottle),rose wine,46,851.5,2.93,894.07,0.0,894.07,0.0,2022
chilli fries(standard),sides,2501,8242.38,99.0,8654.5,0.0,8654.5,0.0,2022
edamame(standard),sides,628,2055.98,39.22,2158.78,0.0,2158.78,0.0,2022
miso soup(standard),sides,549,1747.03,23.12,1834.38,0.0,1834.38,0.0,2022
steamed rice(standard),sides,1409,3982.7,45.16,4181.84,0.0,4181.84,0.0,2022
wakame salad(standard),sides,18,84.43,1.35,88.65,0.0,88.65,0.0,2022
apple juice(standard),soft drinks,331,751.66,5.16,789.24,0.0,789.24,0.0,2022
coke(standard),soft drinks,3494,8931.53,55.69,9378.11,0.0,9378.11,0.0,2022
diet coke(standard),soft drinks,3304,8454.87,43.19,8877.61,0.0,8877.61,0.0,2022
fanta(standard),soft drinks,554,1419.2,5.64,1490.16,0.0,1490.16,0.0,2022
fever tree pink tonic(standard),soft drinks,42,105.43,2.7,110.7,0.0,110.7,0.0,2022
fever tree slimline tonic(standard),soft drinks,88,225.77,0.54,237.06,0.0,237.06,0.0,2022
fever tree tonic(standard),soft drinks,235,600.69,3.78,630.72,0.0,630.72,0.0,2022
j2o(standard),soft drinks,592,1342.25,11.44,1409.36,0.0,1409.36,0.0,2022
lemonade(standard),soft drinks,1465,3748.2,19.89,3935.61,0.0,3935.61,0.0,2022
orange juice(standard),soft drinks,318,721.24,5.9,757.3,0.0,757.3,0.0,2022
pineapple juice(standard),soft drinks,309,698.56,8.11,733.49,0.0,733.49,0.0,2022
soda water(standard),soft drinks,431,552.97,1.23,580.62,0.0,580.62,0.0,2022
still / sparkling water(330ml),soft drinks,449,766.72,3.14,805.06,0.0,805.06,0.0,2022
still / sparkling water(750ml),soft drinks,432,1552.83,11.13,1630.47,0.0,1630.47,0.0,2022
kagugiri(standard),restaurant specials,7,40.0,7.0,42.0,0.0,42.0,0.0,2022
soft shell crab rolls(standard),restaurant specials,1,7.14,0.0,7.5,0.0,7.5,0.0,2022
66. yuk gae jang(standard),soup 66-69,437,4339.0,69.35,4555.95,0.0,4555.95,0.0,2022
67. kimchi stew(standard),soup 66-69,262,2314.47,37.61,2430.19,0.0,2430.19,0.0,2022
68. tofu stew(standard),soup 66-69,225,2071.4,21.03,2174.97,0.0,2174.97,0.0,2022
69. kkori gom tang(standard),soup 66-69,153,1670.12,18.32,1753.63,0.0,1753.63,0.0,2022
39. miso lamb (4pc)(standard),special mains 39-46,44,691.43,0.0,726.0,0.0,726.0,0.0,2022
40. chilli beef(standard),special mains 39-46,92,1262.19,8.7,1325.3,0.0,1325.3,0.0,2022
41. salmon teriyaki(standard),special mains 39-46,95,1320.24,38.75,1386.25,0.0,1386.25,0.0,2022
42. pan seared duck breast(standard),special mains 39-46,47,733.86,4.95,770.55,0.0,770.55,0.0,2022
43. rare tuna(standard),special mains 39-46,28,383.9,2.9,403.1,0.0,403.1,0.0,2022
44. pan fried cod fillet(standard),special mains 39-46,65,534.86,2.9,561.6,0.0,561.6,0.0,2022
45. pan seared seabass(standard),special mains 39-46,37,562.05,0.0,590.15,0.0,590.15,0.0,2022
46. chargrilled rib eye steak(standard),special mains 39-46,36,611.14,6.3,641.7,0.0,641.7,0.0,2022
amaretto(single),spirits,8,22.1,0.0,23.2,0.0,23.2,0.0,2022
bombay(single),spirits,21,74.0,0.0,77.7,0.0,77.7,0.0,2022
gordans(single),spirits,145,339.52,6.0,356.5,0.0,356.5,0.0,2022
rum(single),spirits,28,66.67,0.0,70.0,0.0,70.0,0.0,2022
sambuca(single),spirits,13,34.67,0.0,36.4,0.0,36.4,0.0,2022
smirnoff(single),spirits,68,161.43,0.5,169.5,0.0,169.5,0.0,2022
tequila(standard),spirits,246,637.83,19.08,669.72,0.0,669.72,0.0,2022
whiskey(single),spirits,13,29.52,1.5,31.0,0.0,31.0,0.0,2022
maki (3pc)(salmon),sushi,753,2465.7,46.52,2588.98,0.0,2588.98,0.0,2022
maki (3pc)(tuna),sushi,198,647.77,12.84,680.16,0.0,680.16,0.0,2022
maki (3pc)(bell pepper),sushi,54,153.3,1.04,160.96,0.0,160.96,0.0,2022
maki (3pc)(chicken katsu),sushi,579,1625.57,30.15,1706.85,0.0,1706.85,0.0,2022
maki (3pc)(avocado),sushi,489,1371.85,26.56,1440.44,0.0,1440.44,0.0,2022
maki (3pc)(cucumber),sushi,402,1133.37,15.96,1190.04,0.0,1190.04,0.0,2022
nigiri (3pc)(tamago),sushi,2,7.62,0.0,8.0,0.0,8.0,0.0,2022
nigiri (3pc)(asparagus),sushi,25,95.24,0.0,100.0,0.0,100.0,0.0,2022
nigiri (3pc)(avocado),sushi,63,238.88,1.18,250.82,0.0,250.82,0.0,2022
nigiri (3pc)(salmon),sushi,616,2865.09,71.66,3008.34,0.0,3008.34,0.0,2022
nigiri (3pc)(tuna),sushi,138,644.6,13.17,676.83,0.0,676.83,0.0,2022
nigiri (3pc)(prawn),sushi,96,406.82,4.84,427.16,0.0,427.16,0.0,2022
sashimi (4pc)(salmon),sushi,411,1905.94,53.76,2001.24,0.0,2001.24,0.0,2022
sashimi (4pc)(tuna),sushi,121,569.37,7.16,597.84,0.0,597.84,0.0,2022
temaki (1pc)(salmon),sushi,225,738.3,12.29,775.21,0.0,775.21,0.0,2022
temaki (1pc)(tuna),sushi,45,147.9,2.21,155.29,0.0,155.29,0.0,2022
temaki (1pc)(chicken katsu),sushi,82,229.65,4.87,241.13,0.0,241.13,0.0,2022
temaki (1pc)(prawn tempura),sushi,97,314.48,9.3,330.2,0.0,330.2,0.0,2022
temaki (1pc)(avocado),sushi,36,101.43,1.5,106.5,0.0,106.5,0.0,2022
nigiri platter (12pc)(standard),sushi platters,202,3426.14,38.55,3597.45,0.0,3597.45,0.0,2022
sushi platter (30pc)(standard),sushi platters,217,7155.51,81.71,7513.29,0.0,7513.29,0.0,2022
california(standard),sushi rolls (4pc),684,4467.1,97.55,4690.45,0.0,4690.45,0.0,2022
dynamite(standard),sushi rolls (4pc),732,5075.92,160.28,5329.72,0.0,5329.72,0.0,2022
kagugiri (sushi rolls 4pc)(standard),sushi rolls (4pc),360,2278.18,127.91,2392.09,0.0,2392.09,0.0,2022
prawn tempura(standard),sushi rolls (4pc),523,3410.93,79.52,3581.48,0.0,3581.48,0.0,2022
salmon avocado(standard),sushi rolls (4pc),223,1570.29,23.7,1648.8,0.0,1648.8,0.0,2022
soft shell crab(standard),sushi rolls (4pc),253,1896.7,32.47,1991.53,0.0,1991.53,0.0,2022
spicy chicken katsu(standard),sushi rolls (4pc),697,3903.3,83.53,4098.47,0.0,4098.47,0.0,2022
spicy tuna(standard),sushi rolls (4pc),279,1950.75,44.21,2048.29,0.0,2048.29,0.0,2022
umi zarigani(standard),sushi rolls (4pc),2,15.24,0.0,16.0,0.0,16.0,0.0,2022
cappuccino(standard),tea / coffee,120,296.09,1.11,310.89,0.0,310.89,0.0,2022
espresso(standard),tea / coffee,87,198.86,0.0,208.8,0.0,208.8,0.0,2022
latte(standard),tea / coffee,145,385.59,1.13,404.87,0.0,404.87,0.0,2022
tea(standard),tea / coffee,138,183.88,0.13,193.07,0.0,193.07,0.0,2022
01. spicy squid(standard),traditional 1-15,1205,8779.98,166.12,9218.98,0.0,9218.98,0.0,2022
02. prawn tempura(standard),traditional 1-15,1366,10937.08,165.27,11483.93,0.0,11483.93,0.0,2022
03. vegetable tempura(standard),traditional 1-15,613,3820.13,43.06,4011.14,0.0,4011.14,0.0,2022
04. soft shell crab tempura(standard),traditional 1-15,614,5577.44,54.89,5856.31,0.0,5856.31,0.0,2022
05. chicken harumaki(standard),traditional 1-15,814,5112.94,57.21,5368.59,0.0,5368.59,0.0,2022
06. duck harumaki(standard),traditional 1-15,336,2052.59,28.78,2155.22,0.0,2155.22,0.0,2022
07. tebaski chicken wings(standard),traditional 1-15,253,1705.7,15.81,1790.99,0.0,1790.99,0.0,2022
08. spicy minced beef tacos(standard),traditional 1-15,649,4808.91,77.74,5049.36,0.0,5049.36,0.0,2022
09. tuna tacos(standard),traditional 1-15,117,1094.05,9.55,1148.75,0.0,1148.75,0.0,2022
10. agedashi tofu(standard),traditional 1-15,217,1351.56,20.56,1419.14,0.0,1419.14,0.0,2022
11. takoyaki(standard),traditional 1-15,599,4078.97,139.78,4282.92,0.0,4282.92,0.0,2022
12. wasabi prawns(standard),traditional 1-15,570,4711.45,58.78,4947.02,0.0,4947.02,0.0,2022
13. grilled unagi eel(standard),traditional 1-15,144,1509.71,4.8,1585.2,0.0,1585.2,0.0,2022
14. chicken katsu(standard),traditional 1-15,199,1411.24,13.8,1481.8,0.0,1481.8,0.0,2022
06 monte verde sauvignon blanc(125ml),white wine,117,389.67,0.35,409.15,0.0,409.15,0.0,2022
06 monte verde sauvignon blanc(175ml),white wine,235,1004.57,2.7,1054.8,0.0,1054.8,0.0,2022
06 monte verde sauvignon blanc(250ml),white wine,338,1763.45,7.38,1851.62,0.0,1851.62,0.0,2022
06 monte verde sauvignon blanc(bottle),white wine,168,2790.62,9.85,2930.15,0.0,2930.15,0.0,2022
07 cullinan view chenin blanc(125ml),white wine,13,46.43,0.0,48.75,0.0,48.75,0.0,2022
07 cullinan view chenin blanc(175ml),white wine,38,171.9,0.0,180.5,0.0,180.5,0.0,2022
07 cullinan view chenin blanc(250ml),white wine,44,250.29,1.2,262.8,0.0,262.8,0.0,2022
07 cullinan view chenin blanc(bottle),white wine,55,916.67,0.0,962.5,0.0,962.5,0.0,2022
08 parini pinot grigio(125ml),white wine,50,190.1,0.4,199.6,0.0,199.6,0.0,2022
08 parini pinot grigio(175ml),white wine,132,624.72,4.04,655.96,0.0,655.96,0.0,2022
08 parini pinot grigio(250ml),white wine,259,1593.63,10.19,1673.31,0.0,1673.31,0.0,2022
08 parini pinot grigio(bottle),white wine,108,2001.08,4.87,2101.13,0.0,2101.13,0.0,2022
09 short mile bay chardonnay(125ml),white wine,19,69.59,1.98,73.07,0.0,73.07,0.0,2022
09 short mile bay chardonnay(175ml),white wine,35,160.74,0.97,168.78,0.0,168.78,0.0,2022
09 short mile bay chardonnay(250ml),white wine,68,404.17,0.62,424.38,0.0,424.38,0.0,2022
09 short mile bay chardonnay(bottle),white wine,30,528.57,0.0,555.0,0.0,555.0,0.0,2022
10 vine trail gewurztraminer(125ml),white wine,11,44.52,0.0,46.75,0.0,46.75,0.0,2022
10 vine trail gewurztraminer(175ml),white wine,25,136.9,0.0,143.75,0.0,143.75,0.0,2022
10 vine trail gewurztraminer(250ml),white wine,20,141.43,1.5,148.5,0.0,148.5,0.0,2022
10 vine trail gewurztraminer(bottle),white wine,40,758.1,4.0,796.0,0.0,796.0,0.0,2022
11 pulpo sauvignon blanc(125ml),white wine,5,22.62,0.0,23.75,0.0,23.75,0.0,2022
11 pulpo sauvignon blanc(175ml),white wine,10,54.76,0.0,57.5,0.0,57.5,0.0,2022
11 pulpo sauvignon blanc(250ml),white wine,18,128.57,0.0,135.0,0.0,135.0,0.0,2022
11 pulpo sauvignon blanc(bottle),white wine,7,146.67,0.0,154.0,0.0,154.0,0.0,2022
chicken katsu maki (4pc)(standard),new items,3,21.43,0.0,22.5,0.0,22.5,0.0,2022
salmon sashimi(standard),new items,5,35.71,0.0,37.5,0.0,37.5,0.0,2022
beef bulgogi(standard),new items,1,7.58,1.99,7.96,0.0,7.96,0.0,2022
kimchee fried rice(chicken),new items,1,7.58,1.99,7.96,0.0,7.96,0.0,2022
kimchee fried rice(vegetable),new items,1,9.48,0.0,9.95,0.0,9.95,0.0,2022
sake(default),white wine,144,1028.57,0.0,1080.0,0.0,1080.0,0.0,2022
liquer coffee(-),tea / coffee,2,9.52,0.0,10.0,0.0,10.0,0.0,2022
dash cordial(-),soft drinks,426,323.87,0.74,340.06,0.0,340.06,0.0,2022
americano(-),tea / coffee,181,307.05,3.4,322.4,0.0,322.4,0.0,2022
fruit tea(-),tea / coffee,5,7.61,-0.99,7.99,0.0,7.99,0.0,2022
green tea(-),tea / coffee,549,726.64,5.63,762.97,0.0,762.97,0.0,2022
jack daniels(single),spirits,14,44.0,2.8,46.2,0.0,46.2,0.0,2022
mocktail(-),cocktails,1530,5795.0,35.25,6084.75,0.0,6084.75,0.0,2022
gordans pink gin(single),spirits,66,169.71,0.0,178.2,0.0,178.2,0.0,2022
gordans pink gin(double),spirits,39,173.68,0.94,182.36,0.0,182.36,0.0,2022
amaretto(double),spirits,2,7.47,1.96,7.84,0.0,7.84,0.0,2022
navy rum(single),spirits,17,45.33,0.0,47.6,0.0,47.6,0.0,2022
navy rum(double),spirits,2,9.14,0.0,9.6,0.0,9.6,0.0,2022
martell(single),spirits,2,8.57,0.0,9.0,0.0,9.0,0.0,2022
baileys(single),spirits,29,75.2,2.24,78.96,0.0,78.96,0.0,2022
baileys(double),spirits,14,60.62,3.55,63.65,0.0,63.65,0.0,2022
sake(white wine),white wine,10,71.43,0.0,75.0,0.0,75.0,0.0,2022
bombay(double),spirits,20,108.57,0.0,114.0,0.0,114.0,0.0,2022
brandy(double),spirits,2,11.05,0.0,11.6,0.0,11.6,0.0,2022
gordans(double),spirits,100,416.57,12.6,437.4,0.0,437.4,0.0,2022
jack daniels(double),spirits,37,192.76,1.1,202.4,0.0,202.4,0.0,2022
rum(double),spirits,8,34.29,0.0,36.0,0.0,36.0,0.0,2022
sambuca(double),spirits,3,13.71,0.0,14.4,0.0,14.4,0.0,2022
smirnoff(double),spirits,86,368.57,0.0,387.0,0.0,387.0,0.0,2022
whiskey(double),spirits,23,98.57,0.0,103.5,0.0,103.5,0.0,2022
tofu katsu small plate(-),vegan,237,1458.89,8.67,1531.83,0.0,1531.83,0.0,2022
miso aubergine small plate(-),vegan,159,950.34,3.66,950.34,0.0,950.34,0.0,2022
pumpkin katsu small plate(-),vegan,104,670.43,5.57,670.43,0.0,670.43,0.0,2022
tofu curry(-),vegan,366,3452.35,24.65,3452.35,0.0,3452.35,0.0,2022
veg okonomiyaki(-),vegan,240,1665.4,14.6,1665.4,0.0,1665.4,0.0,2022
pumpkin curry(-),vegan,196,1844.21,17.79,1844.21,0.0,1844.21,0.0,2022
aubergine donburi(-),vegan,182,1636.2,1.8,1636.2,0.0,1636.2,0.0,2022
15. pan fried scallops(-),traditional 1-15,352,3366.1,56.59,3534.41,0.0,3534.41,0.0,2022
34. beef teriyaki(-),donburi 29-38,918,11064.64,105.53,11617.87,0.0,11617.87,0.0,2022
38. fish karaage(-),donburi 29-38,399,5958.92,61.13,6256.87,0.0,6256.87,0.0,2022
48. soup ramen(chilli beef),noodles 47-48,344,3412.41,44.77,3583.03,0.0,3583.03,0.0,2022
64. spicy lamb noodle(-),korean nood 62-64,544,7925.71,73.0,8322.0,0.0,8322.0,0.0,2022
cocktail(-),cocktails,2517,17540.88,78.12,17540.88,0.0,17540.88,0.0,2022
ginza roll(-),sushi rolls (4pc),154,1075.48,25.75,1129.25,0.0,1129.25,0.0,2022
seared salmon roll(-),sushi rolls (4pc),205,1429.05,37.0,1500.5,0.0,1500.5,0.0,2022
smoked salmon roll(-),sushi rolls (4pc),145,1084.28,21.51,1138.49,0.0,1138.49,0.0,2022
duck sushi roll(-),sushi rolls (4pc),273,2040.48,41.5,2142.5,0.0,2142.5,0.0,2022
nigiri (3pc)(beef),sushi,3,14.29,0.0,15.0,0.0,15.0,0.0,2022
nigiri (3pc)(eel),sushi,117,660.9,8.05,693.95,0.0,693.95,0.0,2022
nigiri (3pc)(prawn tempura),sushi,95,397.96,9.64,417.86,0.0,417.86,0.0,2022
veg sushi platter(-),sushi platters,49,1154.38,12.9,1212.1,0.0,1212.1,0.0,2022
gunkan 2pc(dynamite),sushi,19,88.5,2.08,92.92,0.0,92.92,0.0,2022
gunkan 2pc(avocado),sushi,20,75.43,0.8,79.2,0.0,79.2,0.0,2022
gunkan 2pc(spicy tuna),sushi,18,84.43,1.35,88.65,0.0,88.65,0.0,2022
tataki(salmon salsa),sushi,21,100.0,0.0,105.0,0.0,105.0,0.0,2022
tataki(beef tataki),sushi,1,4.76,0.0,5.0,0.0,5.0,0.0,2022
sweet potato fries(-),sides,712,2345.28,29.46,2462.54,0.0,2462.54,0.0,2022
mochi(-),dessert,55,183.0,0.35,192.15,0.0,192.15,0.0,2022
fudge cake(-),dessert,282,1333.79,9.52,1400.48,0.0,1400.48,0.0,2022
prawn cracker(-),sides,149,276.18,8.01,289.99,0.0,289.99,0.0,2022
lucky buddha(-),bottled beer & cider,305,1364.39,8.11,1364.39,0.0,1364.39,0.0,2022
egg fried rice(-),sides,1296,4319.63,34.39,4535.61,0.0,4535.61,0.0,2022
dips(-),sides,37,52.57,0.3,55.2,0.0,55.2,0.0,2022
dorayaki(-),dessert,56,184.43,2.35,193.65,0.0,193.65,0.0,2022
cocktaill(-),cocktails,293,2329.75,14.25,2329.75,0.0,2329.75,0.0,2022
small sake(-),white wine,145,362.25,0.25,362.25,0.0,362.25,0.0,2022
tap water(glass),soft drinks,1027,0.0,0.0,0.0,0.0,0.0,0.0,2022
tap water(jug),soft drinks,25,0.0,0.0,0.0,0.0,0.0,0.0,2022
chicken katsu  curry 日式咖喱鸡(-),sides,789,0.0,0.0,0.0,0.0,0.0,0.0,2022
pork bulgogi 猪肉片饭(-),sides,520,0.0,0.0,0.0,0.0,0.0,0.0,2022
salmon teriyaki 照烧三文鱼(-),sides,308,905.08,18.92,905.08,0.0,905.08,0.0,2022
chicken teriyaki 红烧鸡肉(-),sides,660,0.0,0.0,0.0,0.0,0.0,0.0,2022
vegetable skewer 杂菜串(-),sides,38,0.0,0.0,0.0,0.0,0.0,0.0,2022
bento vegetable tempura(-),lunch bento,363,4302.57,32.93,4302.57,0.0,4302.57,0.0,2022
bento korean fried wings(-),lunch bento,609,7033.0,103.5,7033.0,0.0,7033.0,0.0,2022
bento chicken harumaki(4pc)(-),lunch bento,345,3977.04,61.46,3977.04,0.0,3977.04,0.0,2022
bento mandu dumplings(4pc)(-),lunch bento,708,8227.24,96.76,8227.24,0.0,8227.24,0.0,2022
bento chicken katsu sushi(4pc)(-),lunch bento,352,4105.07,56.93,4105.07,0.0,4105.07,0.0,2022
seared salmon nigiri,seared salmon nigiri,4,20.0,0.0,20.0,0.0,20.0,0.0,2022
34. salmon teriaki,donburi 29-39,719,9369.79,155.82,9838.28,0.0,9838.28,0.0,2022
65. spicy mixed seafood noodles han,korean nood 62-65,225,3167.87,26.24,3326.26,0.0,3326.26,0.0,2022
24. chicken katsu bun,buns 24-28,482,3383.05,62.8,3552.2,0.0,3552.2,0.0,2022
27.crispy duck bun,buns 24-28,912,6792.01,73.19,7131.61,0.0,7131.61,0.0,2022
28. buns platter,buns 24-28,244,4344.49,49.89,4561.71,0.0,4561.71,0.0,2022
